"barcode";"name";"volume"
"7891991013512";"Guarana Antartica Zero";"350"
"2082001089046";"Dr Pepper";"355"
"7801620002145";"Pepsi";"250"
"613008735418";"Arizona Mango";"640"
"613008720209";"Arizona Watermelon";"640"
"7802130001147";"Becker";"740"
"5999884034469";"Hell Enery Drink";"250"
"7801610481028";"Aquarius Uva";"500"
"7804167001770";"Lider Agua Zero Azucar Pera";"1000"
"4101940426823";"Apoftel Brau";"350"
"7804604720097";"Lider Agua Mineral Sin Gas";"500"
"8410793000552";"Tagus Cerveza Lager";"330"
"7801620006976";"Gatorade Green Apple";"1000"
"7804658110004";"Agua Mineral Natural de los Andes";"1500"
"7801622119049";"Agua Mineral Eden";"500"
"7804604722701";"Liv Agua Mineral";"1500"
"7891991000826";"Guarana Antarctica";"350"
"4054500114015";"Cerveza Importada";"500"
"742832656658";"Starke Aloe Vera";"500"
"76406022601";"Jumex Coconut Pinaapple";"335"
"61314000032";"Evian";"500"
"825179500225";"Vealoe uva";"500"
"7804604726549";"Tottus Agua Minera Sin gas";"1600"
"7801620007249";"Watts Naranja";"1750"
"90424496";"Yellow Energy Drink";"250"
"7804604726426";"Acuenta Bebida sabor pina";"2000"
"7802900464042";"Soprole Nectar Damasco";"1500"
"7801620079444";"Kem Mango Durazno";"500"
"7801620003265";"Mas sin Gas Manzana Durazno";"500"
"7804651870042";"Nectar Maqui Manzana";"500"
"7804651870066";"Nectar Maqui Aloe Vera";"500"
"7808731301396";"Mc libre de sodio";"500"
"7802900600013";"Soprole Next Agua Sin Gas";"1500"
"7804167001763";"Lider Cero Azucar Manzana";"1500"
"7801608001757";"Acuenta Gaseosa sabor Libre de Azucar";"2000"
"7801608001719";"Acuenta Gaseosa sabor Frutal Libre de Azucar";"2000"
"7802100002525";"Stone Maracuya";"350"
"7807910005636";"Maxima Sabor Cola";"2000"
"7801620015817";"Cachantun Sin Gas";"500"
"7802100002259";"Cristal Cero";"470"
"7702090003918";"Uva Postobon";"2000"
"7801620003890";"Canada Dry Ginger Ale";"250"
"7801610035719";"Tai Pina pet 2,0 lts *6";"2000"
"742832584111";"Score Energy Drink Mojito";"300"
"7801610022603";"Coca Cola light";"500"
"7802800544622";"Livean Nectar Durazno";"1500"
"9002490235468";"RedBull Sugar Free";"355"
"7802800545223";"Zuko Pina";"1500"
"7798062547801";"Villavicencio Agua";"500"
"7802800545261";"Zuko Mango";"1500"
"7802800545254";"Zuko Manzana";"1500"
"7802800545278";"Zuko Multifruta";"1500"
"7802800545285";"Zuko Frutifrutilla";"1500"
"7802800545292";"Zuko Naranja Platano";"1500"
"7802800544639";"Livean Nectar 0% Manzana";"1500"
"7802800544677";"Livean Pera";"1500"
"7802800544660";"Livean Uva Blanca";"1500"
"7802800544691";"Livean Frutifrutilla";"1500"
"7802800544776";"Zuko Durazno";"1500"
"7802800544790";"Zuko pina";"1500"
"7802800544769";"Zuko Naranja";"1500"
"884394000132";"Aloe Vera King pina";"1500"
"7808731303291";"Portillo Pure Natural Water sin gas";"500"
"7804663140072";"Lee Mon Limonada sabor Albahaca";"1500"
"7802408000438";"Fruna Ginger Ale";"500"
"7807910022718";"Santa Isabel Agua con Gas";"1500"
"7801620007621";"Mas sin gas Manzana Durazno";"500"
"4014086096303";"50 Original Cerveza";"330"
"4014086096365";"50 Original Cerveza";"330"
"4905004";"Coca Cola Cherry";"355"
"7802820679502";"Power Ade Green Punch";"600"
"400005902956";"Amane Aloe Vera Zero";"1000"
"7804625210010";"Agua Mineral Jahuel Sin Gas";"330"
"7802820671988";"Power Ade Zero";"600"
"7802408000766";"Fruna Limon";"500"
"7801620005733";"Gatorade Manzana";"600"
"8002270246531";"Sanpellegrino Pomelo";"330"
"7804604726532";"Agua Mineral con Gas Tottus";"1600"
"5901594000900";"Tuborg";"350"
"8411327001052";"Mahou";"350"
"5701598038127";"Puls";"350"
"8718104902367";"Weidmann";"350"
"8714800007665";"Hollandia";"350"
"8690582722203";"Carlsberg";"350"
"4014086020537";"Oettinger";"350"
"34100005542";"CERVEZA MILLER";"355"
"7804167001886";"Agua Lider";"500"
"5900535000160";"Cerveza";"500"
"7801620004354";"Mas con gas Citrus Cachantun";"2000"
"7790895001215";"Glaceau Vitamin water";"500"
"4015042030782";"Darguner Pilsener";"500"
"7802820500097";"NECTAR WATTS DURAZNO";"1000"
"7802821006727";"T. FUNDO SOFRUCO NARANJA";"1000"
"7802408000254";"Pina Terrano";"2000"
"7801610220108";"Cocacola sin azucar";"220"
"8717953079305";"Cannabis Energy Drink";"250"
"5701598029996";"X Ray Energy Drink";"250"
"8718104902824";"flynns Imported stout";"330"
"9005465133080";"Dark Dog";"1500"
"7801620006655";"MAS CATUN PERA PET 1600";"1600"
"78004646610028";"Andes Water s/gas";"500"
"7804646610097";"Andes Water c/gas";"500"
"7804646610035";"Andes Water s/gas";"1000"
"7899916905997";"Jugo de naranja Lider";"1500"
"7801620504175";"CACHANTUN CGAS PET 2250";"2000"
"7801610220016";"Coca Cola Sabor Original";"220"
"7801620006648";"Cachantun Mas sin Gas Uva";"1600"
"7801620000226";"AGUA TONICA 6PFX4-LATA 350";"350"
"7804167001855";"Nativa Agua Sin Gas";"500"
"7802130001703";"Baltica Cerveza Dry";"473"
"4052197002455";"Benediktine Hell";"500"
"4101120014802";"Paderborner Pilsener";"330"
"4015042107811";"Darguner Beissbier";"500"
"7804629680956";"Chancaca Liquida";"350"
"7801620300180";"PAP PET 1500 X 06";"1500"
"7801620007744";"Mas gasificada limon Naranja";"1600"
"7804167001893";"Agua Mineral Lider Pera";"1600"
"7802100430038";"ROYAL GUARD 12PKX2-LATA350CC";"350"
"7804167002067";"Nativa Agua sin gas Granada";"1600"
"7804167002043";"Nativa Agua Pera";"1600"
"7801610350423";"Coca Cola zero";"580"
"9005465105032";"Dark Dog Guarana";"568"
"7801620007669";"7 up limonada";"500"
"5901594000917";"Tuborg";"330"
"8718104902350";"Weidmann";"500"
"8411327001717";"Mahou Sin alcohol";"330"
"7801620004408";"Canada Dry Ginger Ale Light";"310"
"7801620006334";"WATTS DURAZNO 12PF PET 400";"400"
"7801620007379";"Mas Woman Frutos del Bosque";"1600"
"7808771301189";"Acqua con Gas";"1600"
"7801620007737";"Mas limon gasificada";"500"
"4014086020445";"Oettinger Schwarz";"500"
"4014086020308";"Oettinger Weissbier";"500"
"7803908004452";"Guallarauco Limon";"500"
"7804167001787";"Lider Limon";"1500"
"400005902949";"Aloe";"1000"
"7803908003899";"Guallarauco Naranja Mango";"1750"
